datetime,load_kw
 01/12  23:00:00,21.603550764090535
 01/12  24:00:00,20.122908155790526
 01/13  01:00:00,16.163712511941814
 01/13  02:00:00,16.002738920482273
 01/13  03:00:00,16.002738920482273
 01/13  04:00:00,16.002738920482273
 01/13  05:00:00,16.002738920482273
 01/13  06:00:00,16.002738920482273
 01/13  07:00:00,26.011707747966575
 01/13  08:00:00,39.67297104038039
 01/13  09:00:00,84.24281332494321
 01/13  10:00:00,78.10693856903066
 01/13  11:00:00,80.53909287445049
 01/13  12:00:00,85.70005457164696
 01/13  13:00:00,86.77318863081058
 01/13  14:00:00,91.32864263670464
 01/13  15:00:00,87.30398854244206
 01/13  16:00:00,84.66599615467409
 01/13  17:00:00,85.75770181765846
 01/13  18:00:00,64.84846482181284
 01/13  19:00:00,40.580257765872005
 01/13  20:00:00,36.27991828107716
 01/13  21:00:00,33.08182026004676
 01/13  22:00:00,31.183079665133032
 01/13  23:00:00,21.603550764090535
 01/13  24:00:00,20.122908155790526
 01/14  01:00:00,13.038514687240195
 01/14  02:00:00,12.877565474876649
 01/14  03:00:00,12.877565474876649
 01/14  04:00:00,12.877565474876649
 01/14  05:00:00,12.877565474876649
 01/14  06:00:00,12.877565474876649
 01/14  07:00:00,26.88605752621189
 01/14  08:00:00,27.472238781399337
 01/14  09:00:00,35.28171079645526
 01/14  10:00:00,37.666589914478585
 01/14  11:00:00,37.425599792037694
 01/14  12:00:00,41.04418033258233
 01/14  13:00:00,30.87182725682591
 01/14  14:00:00,28.16459901503182
 01/14  15:00:00,26.343640201766966
 01/14  16:00:00,24.637382850022973
 01/14  17:00:00,24.63606409719608
 01/14  18:00:00,21.823419487604042
 01/14  19:00:00,18.410195426701467
 01/14  20:00:00,13.745564687240194
 01/14  21:00:00,13.58461547487665
 01/14  22:00:00,13.58461547487665
 01/14  23:00:00,13.58461547487665
 01/14  24:00:00,13.58461547487665
 01/15  01:00:00,12.877565474876649
 01/15  02:00:00,12.877565474876649
 01/15  03:00:00,12.877565474876649
 01/15  04:00:00,12.877565474876649
 01/15  05:00:00,12.877565474876649
 01/15  06:00:00,12.877565474876649
 01/15  07:00:00,18.308313007508215
 01/15  08:00:00,13.13365931717608
 01/15  09:00:00,12.976576663231006
 01/15  10:00:00,12.879382978375109
 01/15  11:00:00,12.858003476659123
 01/15  12:00:00,12.858003476659123
 01/15  13:00:00,12.858003476659123
 01/15  14:00:00,12.858003476659123
 01/15  15:00:00,12.858003476659123
 01/15  16:00:00,12.858003476659123
 01/15  17:00:00,12.860204399249351
 01/15  18:00:00,14.367639469346628
 01/15  19:00:00,15.916364687240193
 01/15  20:00:00,13.58461547487665
 01/15  21:00:00,13.58461547487665
 01/15  22:00:00,13.58461547487665
 01/15  23:00:00,13.58461547487665
 01/15  24:00:00,13.58461547487665
 01/16  01:00:00,12.877565474876649
 01/16  02:00:00,12.877565474876649
